season,overall_rmse,overall_mae,overall_r2,num_samples,count_DEF,rmse_DEF,mae_DEF,r2_DEF,count_MID,rmse_MID,mae_MID,r2_MID,count_GK,rmse_GK,mae_GK,r2_GK,count_FWD,rmse_FWD,mae_FWD,r2_FWD,count_Arsenal,rmse_Arsenal,mae_Arsenal,r2_Arsenal,count_Aston_Villa,rmse_Aston_Villa,mae_Aston_Villa,r2_Aston_Villa,count_Bournemouth,rmse_Bournemouth,mae_Bournemouth,r2_Bournemouth,count_Brentford,rmse_Brentford,mae_Brentford,r2_Brentford,count_Brighton,rmse_Brighton,mae_Brighton,r2_Brighton,count_Burnley,rmse_Burnley,mae_Burnley,r2_Burnley,count_Chelsea,rmse_Chelsea,mae_Chelsea,r2_Chelsea,count_Crystal_Palace,rmse_Crystal_Palace,mae_Crystal_Palace,r2_Crystal_Palace,count_Everton,rmse_Everton,mae_Everton,r2_Everton,count_Fulham,rmse_Fulham,mae_Fulham,r2_Fulham,count_Liverpool,rmse_Liverpool,mae_Liverpool,r2_Liverpool,count_Luton,rmse_Luton,mae_Luton,r2_Luton,count_Man_City,rmse_Man_City,mae_Man_City,r2_Man_City,count_Man_Utd,rmse_Man_Utd,mae_Man_Utd,r2_Man_Utd,count_Newcastle,rmse_Newcastle,mae_Newcastle,r2_Newcastle,count_Nott'm_Forest,rmse_Nott'm_Forest,mae_Nott'm_Forest,r2_Nott'm_Forest,count_Sheffield_Utd,rmse_Sheffield_Utd,mae_Sheffield_Utd,r2_Sheffield_Utd,count_Spurs,rmse_Spurs,mae_Spurs,r2_Spurs,count_West_Ham,rmse_West_Ham,mae_West_Ham,r2_West_Ham,count_Wolves,rmse_Wolves,mae_Wolves,r2_Wolves
2023-24,0.18188510122783066,0.03460187564730492,0.9937099703013246,29725,9611,0.20349056637532492,0.03994573533140662,0.9914891067230088,12847,0.15690350791310229,0.024101286904533305,0.9956331963470552,3413,0.23889808803921397,0.07070969229556939,0.98309978762188,3854,0.13887338545988617,0.024302251862654896,0.9970230904496518,1340,0.19075921966483508,0.03995144046909652,0.9959685364422995,1440,0.19418944657049853,0.03736932962763108,0.9940636518009625,1406,0.21571491866806927,0.03825891186910858,0.9899083477363788,1500,0.1354698242723701,0.026271580657397143,0.9957932720231019,1572,0.1843939697699957,0.034718942072686027,0.9916682238037221,1599,0.17167803335053217,0.030220695099377155,0.9895559374138624,1954,0.18995531274355,0.03378982262259244,0.9932519156900345,1320,0.18679066239118935,0.034428075982104796,0.9944299007143195,1216,0.1435128316314021,0.03126159468522155,0.9960972357626633,1353,0.18661155978842559,0.03465593533071216,0.9935037207651353,1400,0.21289002183984734,0.04239148671202202,0.9937223156978945,1695,0.16782980487477106,0.0308565170723748,0.9898621530608517,1148,0.24112667685447836,0.054101736852759055,0.9945320193732687,1580,0.15049769333165583,0.025936790434734274,0.9954694714569852,1594,0.14408502408556031,0.030317041185505166,0.9966832656798589,1991,0.10039322029411324,0.017405189676559654,0.996808658674841,1474,0.2309837279612832,0.04693689145236331,0.9781245364998702,1493,0.2031791381822112,0.041038587783176685,0.9930317701532182,1162,0.20783118458218952,0.04778050832623452,0.992670025817083,1488,0.16537735394534323,0.030258823082456258,0.9931393178556254
